State,Agency Type,Agency Name,Population1,Total Offenses
TENNESSEE,Cities,Hohenwald,"3,671",336
TENNESSEE,Cities,Hollow Rock,674,20
TENNESSEE,Cities,Hornbeak,385,1
TENNESSEE,Cities,Humboldt,"8,110",843
TENNESSEE,Cities,Huntingdon,"3,807",164
TENNESSEE,Cities,Jacksboro,"1,918",111
TENNESSEE,Cities,Jackson,"66,848","9,531"
TENNESSEE,Cities,Jamestown,"1,956",177
TENNESSEE,Cities,Jasper,"3,317",201
TENNESSEE,Cities,Jellico,"2,198",124
TENNESSEE,Cities,Johnson City,"66,795","6,067"
TENNESSEE,Cities,Jonesborough,"5,446",347
TENNESSEE,Cities,Kenton,"1,201",45
TENNESSEE,Cities,Kimball,"1,398",298
TENNESSEE,Cities,Kingsport,"53,465","7,381"
TENNESSEE,Cities,Kingston,"5,794",218
TENNESSEE,Cities,Kingston Springs,"2,776",5
TENNESSEE,Cities,Knoxville,"188,653","20,965"
TENNESSEE,Cities,Lafayette,"5,318",291
TENNESSEE,Cities,La Follette,"6,722",849
TENNESSEE,Cities,La Vergne,"36,167","2,611"
TENNESSEE,Cities,Lawrenceburg,"10,807","1,216"
TENNESSEE,Cities,Lebanon,"33,181","3,227"
TENNESSEE,Cities,Lenoir City,"9,284",816
TENNESSEE,Cities,Lewisburg,"11,967",811
TENNESSEE,Cities,Lexington,"7,673",876
TENNESSEE,Cities,Livingston,"4,016",234
TENNESSEE,Cities,Lookout Mountain,"1,873",30
TENNESSEE,Cities,Loretto,"1,769",121
TENNESSEE,Cities,Loudon,"5,815",94
TENNESSEE,Cities,Madisonville,"4,754",535
TENNESSEE,Cities,Manchester,"10,719","1,413"
TENNESSEE,Cities,Martin,"10,418",558
TENNESSEE,Cities,Maryville,"28,961","1,379"
TENNESSEE,Cities,Mason,"1,571",42
TENNESSEE,Cities,Maury City,669,42
TENNESSEE,Cities,Maynardville,"2,351",185
TENNESSEE,Cities,McEwen,"1,723",123
TENNESSEE,Cities,McKenzie,"5,392",244
TENNESSEE,Cities,McMinnville,"13,668","1,396"
TENNESSEE,Cities,Medina,"4,313",124
TENNESSEE,Cities,Memphis,"652,226","105,040"
TENNESSEE,Cities,Metropolitan Nashville Police Department,"686,492","82,004"
TENNESSEE,Cities,Middleton,636,10
TENNESSEE,Cities,Milan,"7,640",656
TENNESSEE,Cities,Millersville,"6,914",401
TENNESSEE,Cities,Millington,"11,016","1,598"
TENNESSEE,Cities,Minor Hill,520,8
TENNESSEE,Cities,Monteagle,"1,173",56
TENNESSEE,Cities,Monterey,"2,875",175
TENNESSEE,Cities,Morristown,"29,884","4,503"
TENNESSEE,Cities,Moscow,522,16
TENNESSEE,Cities,Mountain City,"2,395",116
TENNESSEE,Cities,Mount Carmel,"5,345",156
TENNESSEE,Cities,Mount Juliet,"36,397","1,865"
TENNESSEE,Cities,Mount Pleasant,"4,924",281
TENNESSEE,Cities,Munford,"6,090",447
TENNESSEE,Cities,Murfreesboro,"140,702","13,843"
TENNESSEE,Cities,Newbern,"3,334",189
TENNESSEE,Cities,New Johnsonville,"1,905",130
TENNESSEE,Cities,New Market,"1,353",49
TENNESSEE,Cities,Newport,"6,770","1,274"
TENNESSEE,Cities,New Tazewell,"2,709",291
TENNESSEE,Cities,Niota,723,31
TENNESSEE,Cities,Nolensville,"8,545",267
TENNESSEE,Cities,Norris,"1,640",55
TENNESSEE,Cities,Oakland,"8,107",141
TENNESSEE,Cities,Oak Ridge,"29,067","2,307"
TENNESSEE,Cities,Obion,"1,049",27
TENNESSEE,Cities,Oliver Springs,"3,256",323
TENNESSEE,Cities,Oneida,"3,673",454
TENNESSEE,Cities,Paris,"10,088",617
TENNESSEE,Cities,Parsons,"2,316",80
TENNESSEE,Cities,Petersburg,552,7
TENNESSEE,Cities,Pigeon Forge,"6,291","1,520"
TENNESSEE,Cities,Pikeville,"1,626",136
TENNESSEE,Cities,Piperton,"1,757",36
TENNESSEE,Cities,Pittman Center,583,8
TENNESSEE,Cities,Plainview,"2,091",53
TENNESSEE,Cities,Pleasant View,"4,449",106
TENNESSEE,Cities,Portland,"12,887","1,000"
TENNESSEE,Cities,Pulaski,"7,650","1,026"
TENNESSEE,Cities,Puryear,667,12
TENNESSEE,Cities,Red Bank,"11,768",938
TENNESSEE,Cities,Red Boiling Springs,"1,148",83
TENNESSEE,Cities,Ridgely,"1,662",103
TENNESSEE,Cities,Ridgetop,"2,071",97
TENNESSEE,Cities,Ripley,"7,977",758
TENNESSEE,Cities,Rockwood,"5,417",931
TENNESSEE,Cities,Rocky Top,"1,774",192
TENNESSEE,Cities,Rogersville,"4,264",663
TENNESSEE,Cities,Rossville,890,28
TENNESSEE,Cities,Rutherford ,"1,077",36
TENNESSEE,Cities,Rutledge,"1,358",43
TENNESSEE,Cities,Saltillo,531,12
TENNESSEE,Cities,Savannah,"6,968","1,250"
TENNESSEE,Cities,Scotts Hill,974,29
TENNESSEE,Cities,Selmer,"4,445",537
TENNESSEE,Cities,Sevierville,"16,999","2,338"
TENNESSEE,Cities,Sharon,914,22
TENNESSEE,Cities,Shelbyville,"21,708","1,926"
TENNESSEE,Cities,Signal Mountain,"8,602",137
TENNESSEE,Cities,Smithville,"4,783",326
TENNESSEE,Cities,Soddy-Daisy,"13,804",874
TENNESSEE,Cities,Somerville,"3,213",258
TENNESSEE,Cities,South Carthage,"1,356",58
TENNESSEE,Cities,South Fulton,"2,200",297
TENNESSEE,Cities,South Pittsburg,"3,031",144
TENNESSEE,Cities,Sparta,"4,951",519
TENNESSEE,Cities,Spencer,"1,641",103
TENNESSEE,Cities,Spring City,"1,856",140
TENNESSEE,Cities,Springfield,"16,896","1,775"
TENNESSEE,Cities,Spring Hill,"41,354","1,392"
TENNESSEE,Cities,St. Joseph,811,5
TENNESSEE,Cities,Surgoinsville,"1,770",33
TENNESSEE,Cities,Sweetwater,"5,873",859
TENNESSEE,Cities,Tazewell,"2,278",292
TENNESSEE,Cities,Tellico Plains,945,89
TENNESSEE,Cities,Tiptonville,"4,304",92
TENNESSEE,Cities,Toone,338,11
TENNESSEE,Cities,Townsend,446,41
TENNESSEE,Cities,Tracy City,"1,394",151
TENNESSEE,Cities,Trenton,"4,043",234
TENNESSEE,Cities,Trezevant,839,18
TENNESSEE,Cities,Trimble,615,16
TENNESSEE,Cities,Troy,"1,269",36
TENNESSEE,Cities,Tullahoma,"19,321","1,678"
TENNESSEE,Cities,Tusculum,"2,695",14
TENNESSEE,Cities,Vonore,"1,517",177
TENNESSEE,Cities,Wartburg,898,52
TENNESSEE,Cities,Wartrace,679,0
TENNESSEE,Cities,Watertown,"1,537",19
TENNESSEE,Cities,Waverly,"4,093",410
TENNESSEE,Cities,Waynesboro,"2,322",71
TENNESSEE,Cities,Westmoreland,"2,325",107
TENNESSEE,Cities,White Bluff,"3,535",114
TENNESSEE,Cities,White House,"11,818",908
TENNESSEE,Cities,White Pine,"2,288",167
TENNESSEE,Cities,Whiteville,"4,500",65
TENNESSEE,Cities,Whitwell,"1,706",78
TENNESSEE,Cities,Winchester,"8,504",984
TENNESSEE,Cities,Woodbury,"2,815",132
TENNESSEE,Universities and Colleges,Austin Peay State University,"12,144",200
TENNESSEE,Universities and Colleges,Chattanooga State Community College,"11,237",18
TENNESSEE,Universities and Colleges,Christian Brothers University,"2,597",47
TENNESSEE,Universities and Colleges,Cleveland State Community College,"4,270",9
TENNESSEE,Universities and Colleges,East Tennessee State University,"16,026",174
TENNESSEE,Universities and Colleges,Jackson State Community College,"6,331",11
TENNESSEE,Universities and Colleges,Lincoln Memorial University,"4,847",19
TENNESSEE,Universities and Colleges,Middle Tennessee State University,"26,214",288
TENNESSEE,Universities and Colleges,Motlow State Community College,"7,198",2
TENNESSEE,Universities and Colleges,Northeast State Community College,"7,608",15
TENNESSEE,Universities and Colleges,Pellissippi State Community College,"14,241",105
TENNESSEE,Universities and Colleges,Roane State Community College,"7,227",2
TENNESSEE,Universities and Colleges,Southwest Tennessee Community College,"12,453",60
TENNESSEE,Universities and Colleges,Tennessee State University,"9,820",110
TENNESSEE,Universities and Colleges,Tennessee Technological University,"11,507",110
TENNESSEE,Universities and Colleges,University of Memphis,"24,809",258
TENNESSEE,Universities and Colleges,University of Tennessee: ,,
TENNESSEE,Universities and Colleges,Chattanooga,"12,844",303
TENNESSEE,Universities and Colleges,Health Science Center,"3,250",43
TENNESSEE,Universities and Colleges,Knoxville,"30,680",471
TENNESSEE,Universities and Colleges,Martin,"7,789",61
TENNESSEE,Universities and Colleges,University of the South,"2,035",299
TENNESSEE,Universities and Colleges,Vanderbilt University,"13,397",804
TENNESSEE,Universities and Colleges,Volunteer State Community College,"11,544",17
TENNESSEE,Universities and Colleges,Walters State Community College,"7,285",11
TENNESSEE,Metropolitan Counties,Anderson,,"1,476"
TENNESSEE,Metropolitan Counties,Blount,,"3,444"
TENNESSEE,Metropolitan Counties,Bradley,,"2,602"
TENNESSEE,Metropolitan Counties,Campbell,,945
TENNESSEE,Metropolitan Counties,Cannon,,208
TENNESSEE,Metropolitan Counties,Carter,,905
TENNESSEE,Metropolitan Counties,Cheatham,,"1,527"
TENNESSEE,Metropolitan Counties,Chester,,150
TENNESSEE,Metropolitan Counties,Crockett,,213
TENNESSEE,Metropolitan Counties,Dickson,,"1,275"
TENNESSEE,Metropolitan Counties,Fayette,,642
TENNESSEE,Metropolitan Counties,Gibson,,739
TENNESSEE,Metropolitan Counties,Grainger,,522
TENNESSEE,Metropolitan Counties,Hamblen,,"1,724"
TENNESSEE,Metropolitan Counties,Hamilton,,"4,923"
TENNESSEE,Metropolitan Counties,Hartsville/Trousdale,,488
TENNESSEE,Metropolitan Counties,Hawkins,,"1,476"
TENNESSEE,Metropolitan Counties,Jefferson,,"1,281"
TENNESSEE,Metropolitan Counties,Knox,,"9,603"
TENNESSEE,Metropolitan Counties,Loudon,,"1,567"
TENNESSEE,Metropolitan Counties,Macon,,507
TENNESSEE,Metropolitan Counties,Madison,,"1,905"
TENNESSEE,Metropolitan Counties,Marion,,732
TENNESSEE,Metropolitan Counties,Maury,,"1,966"
TENNESSEE,Metropolitan Counties,Montgomery,,"1,901"
TENNESSEE,Metropolitan Counties,Morgan,,791
TENNESSEE,Metropolitan Counties,Polk,,996
TENNESSEE,Metropolitan Counties,Roane,,"1,004"
TENNESSEE,Metropolitan Counties,Robertson,,"1,075"
TENNESSEE,Metropolitan Counties,Rutherford2,,
TENNESSEE,Metropolitan Counties,Sequatchie,,351
TENNESSEE,Metropolitan Counties,Shelby,,"8,366"
TENNESSEE,Metropolitan Counties,Smith,,757
TENNESSEE,Metropolitan Counties,Stewart,,390
TENNESSEE,Metropolitan Counties,Sullivan,,"4,221"
TENNESSEE,Metropolitan Counties,Sumner,,"2,064"
TENNESSEE,Metropolitan Counties,Tipton,,"2,292"
TENNESSEE,Metropolitan Counties,Unicoi,,330
TENNESSEE,Metropolitan Counties,Union,,631
TENNESSEE,Metropolitan Counties,Washington,,"2,316"
TENNESSEE,Metropolitan Counties,Williamson,,"2,019"
TENNESSEE,Metropolitan Counties,Wilson,,"2,024"
TENNESSEE,Nonmetropolitan Counties,Bedford,,895
TENNESSEE,Nonmetropolitan Counties,Benton,,448
TENNESSEE,Nonmetropolitan Counties,Carroll,,451
TENNESSEE,Nonmetropolitan Counties,Claiborne,,660
TENNESSEE,Nonmetropolitan Counties,Clay,,131
TENNESSEE,Nonmetropolitan Counties,Cocke,,"1,173"
TENNESSEE,Nonmetropolitan Counties,Coffee,,633
TENNESSEE,Nonmetropolitan Counties,Cumberland,,"1,634"
TENNESSEE,Nonmetropolitan Counties,DeKalb,,307
TENNESSEE,Nonmetropolitan Counties,Decatur,,352
TENNESSEE,Nonmetropolitan Counties,Dyer,,588
TENNESSEE,Nonmetropolitan Counties,Fentress,,594
TENNESSEE,Nonmetropolitan Counties,Franklin,,874
TENNESSEE,Nonmetropolitan Counties,Giles,,691
TENNESSEE,Nonmetropolitan Counties,Greene,,"2,628"
TENNESSEE,Nonmetropolitan Counties,Grundy,,783
TENNESSEE,Nonmetropolitan Counties,Hancock,,136
TENNESSEE,Nonmetropolitan Counties,Hardeman,,681
TENNESSEE,Nonmetropolitan Counties,Hardin,,699
TENNESSEE,Nonmetropolitan Counties,Haywood,,404
TENNESSEE,Nonmetropolitan Counties,Henderson,,975
TENNESSEE,Nonmetropolitan Counties,Henry,,909
TENNESSEE,Nonmetropolitan Counties,Hickman,,"1,000"
TENNESSEE,Nonmetropolitan Counties,Houston,,250
TENNESSEE,Nonmetropolitan Counties,Humphreys,,553
TENNESSEE,Nonmetropolitan Counties,Jackson,,316
TENNESSEE,Nonmetropolitan Counties,Johnson,,703
TENNESSEE,Nonmetropolitan Counties,Lake,,76
TENNESSEE,Nonmetropolitan Counties,Lauderdale,,662
TENNESSEE,Nonmetropolitan Counties,Lewis,,292
TENNESSEE,Nonmetropolitan Counties,Lincoln,,"1,196"
TENNESSEE,Nonmetropolitan Counties,Marshall,,331
TENNESSEE,Nonmetropolitan Counties,McMinn,,"1,111"
TENNESSEE,Nonmetropolitan Counties,McNairy,,664
TENNESSEE,Nonmetropolitan Counties,Meigs,,652
TENNESSEE,Nonmetropolitan Counties,Monroe,,"2,351"
TENNESSEE,Nonmetropolitan Counties,Moore,,267
TENNESSEE,Nonmetropolitan Counties,Obion,,350
TENNESSEE,Nonmetropolitan Counties,Overton,,215
TENNESSEE,Nonmetropolitan Counties,Perry,,134
TENNESSEE,Nonmetropolitan Counties,Pickett,,144
TENNESSEE,Nonmetropolitan Counties,Putnam,,"1,875"
TENNESSEE,Nonmetropolitan Counties,Rhea,,927
TENNESSEE,Nonmetropolitan Counties,Scott,,484
TENNESSEE,Nonmetropolitan Counties,Sevier,,"2,772"
TENNESSEE,Nonmetropolitan Counties,Van Buren,,357
TENNESSEE,Nonmetropolitan Counties,Warren,,"1,085"
TENNESSEE,Nonmetropolitan Counties,Wayne,,153
TENNESSEE,Nonmetropolitan Counties,Weakley,,418
TENNESSEE,Nonmetropolitan Counties,White,,884
TENNESSEE,State Police,Department of Safety,,"6,147"
TENNESSEE,Other,7th Judicial District Crime Task Force,,73
TENNESSEE,Other,Alcoholic Beverage Commission,,22
TENNESSEE,Other,Chattanooga Housing Authority,,120
TENNESSEE,Other,Chattanooga Metropolitan Airport,,8
TENNESSEE,Other,"Department of Agriculture, Agricultural Crime Unit",,11
TENNESSEE,Other,"Department of Correction, Internal Affairs",,20
TENNESSEE,Other,Dickson City Park Ranger Division,,4
TENNESSEE,Other,Drug Task Force: ,,
TENNESSEE,Other,2nd Judicial District,,23
TENNESSEE,Other,3rd Judicial District,,163
TENNESSEE,Other,4th Judicial District,,129
TENNESSEE,Other,5th Judicial District,,600
TENNESSEE,Other,8th Judicial District,,92
TENNESSEE,Other,9th Judicial District,,46
TENNESSEE,Other,10th Judicial District,,145
TENNESSEE,Other,12th Judicial District,,106
TENNESSEE,Other,14th Judicial District,,0
TENNESSEE,Other,15th Judicial District,,79
TENNESSEE,Other,17th Judicial District,,112
TENNESSEE,Other,18th Judicial District,,87
TENNESSEE,Other,19th Judicial District,,95
TENNESSEE,Other,21st Judicial District,,32
TENNESSEE,Other,22nd Judicial District,,31
TENNESSEE,Other,23rd Judicial District,,314
TENNESSEE,Other,24th Judicial District,,109
TENNESSEE,Other,27th Judicial District,,46
TENNESSEE,Other,31st Judicial District,,0
TENNESSEE,Other,Knoxville Metropolitan Airport,,50
TENNESSEE,Other,Memphis-Shelby County Airport Authority,,381
TENNESSEE,Other,Metropolitan Nashville Park Police,,212
TENNESSEE,Other,Nashville International Airport,,281
TENNESSEE,Other,State Fire Marshal,,2
TENNESSEE,Other,State Park Rangers: ,,
TENNESSEE,Other,Bicentennial Capitol Mall,,5
TENNESSEE,Other,Big Hill Pond,,0
TENNESSEE,Other,Big Ridge,,1
TENNESSEE,Other,Bledsoe Creek,,3
TENNESSEE,Other,Booker T. Washington,,1
TENNESSEE,Other,Burgess Falls Natural Area,,0
TENNESSEE,Other,Cedars of Lebanon,,5
TENNESSEE,Other,Chickasaw,,0
TENNESSEE,Other,Cordell Hull Birthplace,,0
TENNESSEE,Other,Cove Lake,,0
TENNESSEE,Other,Cumberland Mountain,,0
TENNESSEE,Other,Cumberland Trail,,5
TENNESSEE,Other,Cummins Falls,,30
TENNESSEE,Other,David Crockett,,1
TENNESSEE,Other,Davy Crockett Birthplace,,0
TENNESSEE,Other,Dunbar Cave Natural Area,,0
TENNESSEE,Other,Edgar Evins,,10
TENNESSEE,Other,Fall Creek Falls,,8
TENNESSEE,Other,Fort Loudon State Historic Park,,0
TENNESSEE,Other,Fort Pillow State Historic Park,,0
TENNESSEE,Other,Frozen Head Natural Area,,1
TENNESSEE,Other,Harpeth Scenic Rivers,,8
TENNESSEE,Other,Harrison Bay,,7
TENNESSEE,Other,Henry Horton,,17
TENNESSEE,Other,Indian Mountain,,0
TENNESSEE,Other,Johnsonville State Historic Park,,0
TENNESSEE,Other,Long Hunter,,5
TENNESSEE,Other,Meeman-Shelby Forest,,1
TENNESSEE,Other,Montgomery Bell,,5
TENNESSEE,Other,Mousetail Landing,,1
TENNESSEE,Other,Natchez Trace,,9
TENNESSEE,Other,Nathan Bedford Forrest,,2
TENNESSEE,Other,Norris Dam,,4
TENNESSEE,Other,Old Stone Fort State Archaeological Park,,11
TENNESSEE,Other,Panther Creek,,5
TENNESSEE,Other,Paris Landing,,3
TENNESSEE,Other,Pickett,,2
TENNESSEE,Other,Pickwick Landing,,6
TENNESSEE,Other,Pinson Mounds State Archaeological Park,,0
TENNESSEE,Other,Radnor Lake Natural Area,,9
TENNESSEE,Other,Red Clay State Historic Park,,1
TENNESSEE,Other,Reelfoot Lake,,0
TENNESSEE,Other,Roan Mountain,,1
TENNESSEE,Other,Rock Island,,12
TENNESSEE,Other,Rocky Fork,,0
TENNESSEE,Other,Seven Islands Birding Park,,2
TENNESSEE,Other,Sgt. Alvin C. York,,0
TENNESSEE,Other,South Cumberland Recreation Area,,15
TENNESSEE,Other,Standing Stone,,2
TENNESSEE,Other,Sycamore Shoals State Historic Park,,0
TENNESSEE,Other,Tim's Ford,,3
TENNESSEE,Other,T.O. Fuller,,1
TENNESSEE,Other,Warrior's Path,,14
TENNESSEE,Other,TennCare Office of Inspector General,,61
TENNESSEE,Other,Tennessee Bureau of Investigation,,580
TENNESSEE,Other,Tennessee Department of Revenue Special Investigations Unit,,0
TENNESSEE,Other,Tri-Cities Regional Airport,,6
TENNESSEE,Other,West Tennessee Violent Crime Task Force,,66
TENNESSEE,Other,Wildlife Resources Agency: ,,
TENNESSEE,Other,Region 1,,0
TENNESSEE,Other,Region 2,,117
TENNESSEE,Other,Region 3,,13
TENNESSEE,Other,Region 4,,75
TEXAS,Cities,Abilene,"122,480","10,014"
TEXAS,Cities,Amarillo,"201,082","21,535"
TEXAS,Cities,Arlington,"400,920","30,256"
TEXAS,Cities,Athens,"12,704",595
TEXAS,Cities,Balch Springs,"25,565","1,783"
TEXAS,Cities,Bay City,"17,517","1,835"
TEXAS,Cities,Bedford,"49,841","3,599"
TEXAS,Cities,Bee Cave,"7,253",530
TEXAS,Cities,Bellmead,"10,587","1,274"
TEXAS,Cities,Bellville,"4,257",245
TEXAS,Cities,Big Spring,"28,001","2,206"
TEXAS,Cities,Boerne,"17,008","1,065"
TEXAS,Cities,Borger,"12,675","1,083"
TEXAS,Cities,Breckenridge,"5,396",405
TEXAS,Cities,Bridgeport,"6,691",286
TEXAS,Cities,Brownsboro,"1,259",16
TEXAS,Cities,Brownwood,"18,772","1,496"
TEXAS,Cities,Burnet,"6,410",268
TEXAS,Cities,Cactus,"3,268",137
TEXAS,Cities,Canyon,"15,608",428
TEXAS,Cities,Castle Hills,"4,508",723
TEXAS,Cities,Center,"5,324",443
TEXAS,Cities,Cleburne,"30,317","1,511"
TEXAS,Cities,Conroe,"87,544","4,967"
TEXAS,Cities,Converse,"24,185","1,452"
TEXAS,Cities,Corrigan,"1,581",81
TEXAS,Cities,Dayton,"8,070",579
TEXAS,Cities,Decatur,"6,826",560
TEXAS,Cities,Denton,"139,262","7,558"
TEXAS,Cities,Devine,"4,876",261
TEXAS,Cities,Double Oak,"3,108",57
TEXAS,Cities,Dumas,"14,790",757
TEXAS,Cities,Eastland,"3,929",249
TEXAS,Cities,Edcouch,"3,393",58
TEXAS,Cities,Edna,"5,811",208
TEXAS,Cities,El Campo,"11,764",734
TEXAS,Cities,Electra,"2,699",176
TEXAS,Cities,Elgin,"9,918",225
TEXAS,Cities,Fate,"13,003",173
TEXAS,Cities,Flower Mound,"78,542","1,476"
TEXAS,Cities,Forney,"21,464",711
TEXAS,Cities,Fort Worth,"893,756","55,759"
TEXAS,Cities,Frankston,"1,183",134
TEXAS,Cities,Freeport,"12,185",468
TEXAS,Cities,Frisco,"187,889","6,647"
TEXAS,Cities,Fulshear,"13,790",201
TEXAS,Cities,Gatesville,"12,377",577
TEXAS,Cities,Georgetown,"74,709","2,073"
TEXAS,Cities,Glenn Heights,"13,375",543
TEXAS,Cities,Graham,"8,656",390
TEXAS,Cities,Grand Prairie,"196,535","9,015"
TEXAS,Cities,Hallettsville,"2,626",185
TEXAS,Cities,Harlingen,"65,525","5,901"
TEXAS,Cities,Heath,"8,938",120
TEXAS,Cities,Hedwig Village,"2,685",464
TEXAS,Cities,Hempstead,"7,969",481
TEXAS,Cities,Henderson,"13,241","1,356"
TEXAS,Cities,Hewitt,"14,556",437
TEXAS,Cities,Highland Park,"9,302",328
TEXAS,Cities,Hollywood Park,"3,400",197
TEXAS,Cities,Huntsville,"41,651","1,939"
TEXAS,Cities,Iowa Park,"6,352",162
TEXAS,Cities,Jacksonville,"14,960","1,102"
TEXAS,Cities,Katy,"18,965","1,418"
TEXAS,Cities,Kaufman,"7,428",577
TEXAS,Cities,Keene,"6,487",205
TEXAS,Cities,Kilgore,"14,978","1,210"
TEXAS,Cities,Lakeway,"15,722",424
TEXAS,Cities,Lampasas,"7,992",640
TEXAS,Cities,Lancaster,"39,772","2,226"
TEXAS,Cities,Lewisville,"107,560","5,699"
TEXAS,Cities,Lindale,"6,268",375
TEXAS,Cities,Littlefield,"5,934",361
TEXAS,Cities,Livingston,"5,128",635
TEXAS,Cities,Lockhart,"13,944",388
TEXAS,Cities,Longview,"81,660","5,874"
TEXAS,Cities,Lorena,"1,771",105
TEXAS,Cities,Los Fresnos,"7,947",363
TEXAS,Cities,Lubbock,"257,372","29,316"
TEXAS,Cities,Lumberton,"12,948",706
TEXAS,Cities,Lyford,"2,546",151
TEXAS,Cities,Lytle,"2,992",159
TEXAS,Cities,Madisonville,"4,709",288
TEXAS,Cities,Manvel,"11,097",235
TEXAS,Cities,Marble Falls,"6,579",600
TEXAS,Cities,McKinney,"189,555","5,154"
TEXAS,Cities,Mineral Wells,"14,729","1,098"
TEXAS,Cities,Mont Belvieu,"6,301",236
TEXAS,Cities,Murphy,"21,084",318
TEXAS,Cities,Nacogdoches,"33,703","2,805"
TEXAS,Cities,North Richland Hills,"71,498","3,787"
TEXAS,Cities,Oak Ridge North,"3,143",191
TEXAS,Cities,Pampa,"17,412","1,622"
TEXAS,Cities,Pantego,"2,564",191
TEXAS,Cities,Pearland,"124,179","5,058"
TEXAS,Cities,Perryton,"8,675",355
TEXAS,Cities,Petersburg,"1,128",19
TEXAS,Cities,Pittsburg,"4,668",295
TEXAS,Cities,Plainview,"20,569","1,389"
TEXAS,Cities,Plano,"289,897","12,418"
TEXAS,Cities,Ponder,"2,049",70
TEXAS,Cities,Port Isabel,"5,064",402
TEXAS,Cities,Portland,"17,547",871
TEXAS,Cities,Port Neches,"12,881",675
TEXAS,Cities,Princeton,"10,749",475
TEXAS,Cities,Ralls,"1,852",32
TEXAS,Cities,"Reno, Lamar County","3,318",149
TEXAS,Cities,Rio Bravo,"4,755",0
TEXAS,Cities,Rockdale,"5,663",411
TEXAS,Cities,Rockwall,"45,183","1,864"
TEXAS,Cities,Roma,"11,506",408
TEXAS,Cities,Rosenberg,"38,541","2,405"
TEXAS,Cities,Rowlett,"63,863","2,092"
TEXAS,Cities,Royse City,"13,104",803
TEXAS,Cities,Rusk,"5,539",268
TEXAS,Cities,Sachse,"26,839",562
TEXAS,Cities,San Angelo,"101,084","9,490"
TEXAS,Cities,San Juan,"37,398","1,818"
TEXAS,Cities,San Saba,"3,059",138
TEXAS,Cities,Schulenburg,"2,915",137
TEXAS,Cities,Seminole,"7,725",396
TEXAS,Cities,Seymour,"2,606",81
TEXAS,Cities,Shenandoah,"3,008",470
TEXAS,Cities,Silsbee,"6,734",330
TEXAS,Cities,South Houston,"17,619",929
TEXAS,Cities,South Padre Island,"2,830",968
TEXAS,Cities,Stagecoach,600,0
TEXAS,Cities,Sunset Valley,693,205
TEXAS,Cities,Surfside Beach,582,62
TEXAS,Cities,Sweeny,"3,753",207
TEXAS,Cities,Sweetwater,"10,530",737
TEXAS,Cities,Taft,"2,924",176
TEXAS,Cities,Tahoka,"2,617",69
TEXAS,Cities,Temple,"75,706","4,583"
TEXAS,Cities,Terrell,"18,104","1,271"
TEXAS,Cities,The Colony,"43,697","1,234"
TEXAS,Cities,Thorndale,"1,302",45
TEXAS,Cities,Tulia,"4,690",415
TEXAS,Cities,Tyler,"106,159","7,621"
TEXAS,Cities,Victoria,"67,766","4,542"
TEXAS,Cities,West Columbia,"3,899",222
TEXAS,Cities,West Lake Hills,"3,444",183
TEXAS,Cities,Wharton,"8,754",736
TEXAS,Cities,Whitehouse,"8,406",211
TEXAS,Cities,Willow Park,"5,569",140
TEXAS,Cities,Wolfforth,"5,131",80
TEXAS,Cities,Woodway,"8,878",323
TEXAS,Cities,Wylie,"51,051","1,232"
TEXAS,Universities and Colleges,Angelo State University,"11,025",113
TEXAS,Universities and Colleges,Lubbock Christian University,"2,239",4
TEXAS,Universities and Colleges,"Texas A&M University, Commerce","16,132",142
TEXAS,Universities and Colleges,"Texas Tech University, Lubbock","40,105",759
TEXAS,Universities and Colleges,Trinity Valley Community College,"10,261",36
TEXAS,Universities and Colleges,Tyler Junior College,"16,046",67
TEXAS,Universities and Colleges,"University of Texas, Health Science Center, San Antonio","3,848",79
TEXAS,Universities and Colleges,West Texas A&M University,"11,757",68
TEXAS,Metropolitan Counties,Collin,,"1,348"
TEXAS,Metropolitan Counties,Goliad,,251
TEXAS,Metropolitan Counties,Kaufman,,"2,017"
TEXAS,Metropolitan Counties,Kendall,,545
TEXAS,Metropolitan Counties,Liberty,,"1,457"
TEXAS,Metropolitan Counties,Lubbock,,959
TEXAS,Metropolitan Counties,McLennan,,"1,331"
TEXAS,Metropolitan Counties,Parker,,"2,194"
TEXAS,Metropolitan Counties,Potter,,694
TEXAS,Metropolitan Counties,Robertson,,167
TEXAS,Metropolitan Counties,Rockwall,,529
TEXAS,Metropolitan Counties,Rusk,,"1,067"
TEXAS,Metropolitan Counties,Victoria,,"1,178"
TEXAS,Metropolitan Counties,Wise,,"1,021"
TEXAS,Nonmetropolitan Counties,Bee,,382
TEXAS,Nonmetropolitan Counties,Brewster,,103
TEXAS,Nonmetropolitan Counties,Calhoun,,321
TEXAS,Nonmetropolitan Counties,Cherokee,,"1,108"
TEXAS,Nonmetropolitan Counties,Colorado,,380
TEXAS,Nonmetropolitan Counties,DeWitt2,,
TEXAS,Nonmetropolitan Counties,Delta,,58
TEXAS,Nonmetropolitan Counties,Duval,,331
TEXAS,Nonmetropolitan Counties,Foard,,0
TEXAS,Nonmetropolitan Counties,Hall,,46
TEXAS,Nonmetropolitan Counties,Hood,,"1,217"
TEXAS,Nonmetropolitan Counties,Houston,,180
TEXAS,Nonmetropolitan Counties,Jackson,,161
TEXAS,Nonmetropolitan Counties,Lavaca,,139
TEXAS,Nonmetropolitan Counties,Leon,,206
